			
0.268974319	1.537948638	0	0.147935876
0.454458276	1.908916551	0	0.249952052
0.854676021	2.709352042	0	0.470071811
0.056665208	1.113330417	0	0.031165865
0.157050338	1.314100675	0	0.086377686
0.998954902	2.997909803	0	0.549425196
0.657200796	2.314401592	0	0.361460438
0.834159674	2.668319348	0	0.458787821
0.184124389	1.368248778	0	0.101268414
0.146950172	1.293900344	0	0.080822595
0.472276967	1.944553935	0	0.259752332
0.554320054	2.108640107	0	0.304876029
0.983119025	2.966238051	0	0.540715464
0.138206973	1.276413945	0	0.076013835
0.211072078	1.422144156	0	0.116089643
